"trait","subID","round","trialTotal","trialRun","valence","cluster.x","propT","selfResp","cueType","desirability","category","interpersonal","observability","prevalence","clusterName","cluster.y","outDegree","inDegree","between","eigen.vector","close","efficiency","transitivity","pageRank","Idx","aveCueF","aveCueTF","aveSD","sumCueF","choiceCueF","propCueF","SV_F","valEstF","Sim"
"Respectful",127,1,5,5,2,4,2,6,5,6.375,1.551,5.667,5.316,5.158,"Respectful",2,54,33,451.568615859838,0.686888443405123,0.00427350427350427,0.702422548334498,0.18925421010425,0.00976466561258051,110,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.22990241905512,0.487309489512006,0.219607630151857
"Unwise",127,1,6,6,1,2,1,5,1,2.762,4.133,4.125,5.444,4.05,"Short-sighted",2,9,6,41.5019255063375,0.103353077916556,0.00343642611683849,0.74537037037037,0.314285714285714,0.00416640025622755,288,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.054445562521213,0.183043207559659,0.0628011771445973
"Irresponsible",127,1,7,7,1,2,1,7,1,2.476,3.933,4.438,5.278,4.2,"Short-sighted",2,27,10,110.238700410397,0.137080424412935,0.00381679389312977,0.731718898385565,0.318318318318318,0.00481525609716394,211,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.113576244672733,0.204369652773986,0.124851980693248
"Absent-minded",127,1,8,8,1,2,1,4,1,2.619,3.733,3.688,5.111,3.4,"Short-sighted",2,24,12,74.1755941797775,0.106277074951871,0.0037593984962406,0.727053140096618,0.298412698412698,0.00370673082558135,150,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,NA,NA,NA
"Good-tempered",127,1,9,9,2,4,2,6,5,6.25,1.698,5.111,5.316,4.737,"Respectful",2,35,20,135.488768570758,0.400072206025906,0.00398406374501992,0.721848739495798,0.261279461279461,0.00487518347072761,56,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.220440082061832,0.474673173787894,0.2138968195181
"Thoughtful",127,1,10,10,2,5,3,5,6,6.312,1.323,5,4.368,4.895,"Thoughtful",3,69,27,518.799930247123,0.574395721853067,0.00454545454545455,0.663540778630293,0.197149122807018,0.00690525008818195,129,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.213290897205265,0.473575795792123,0.203607526943691
"Confident",127,1,11,11,2,5,3,2,6,6.5,1.551,4.667,5.632,4.947,"Thoughtful",3,20,16,100.430556818367,0.221801716953096,0.00380228136882129,0.676315789473684,0.255555555555556,0.00406357033086847,17,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.127950663978569,0.430656089152911,0.1205652389765
"Bragging",127,1,12,12,1,1,2,4,2,2.905,3.133,4.625,5.944,4.45,"Rude",3,6,24,33.5149470458444,0.389622627018496,0.00373134328358209,0.5,0.367816091954023,0.00854667833634425,162,0.4975,276.084919818975,0.100963104088062,15.92,32,0.450704225352113,0.120119596088213,0.231610456666994,0.124019527871343
"Sociable",127,1,13,13,2,6,1,3,4,6.125,1.409,6,5.474,5.579,"Outgoing",4,23,25,262.580215450082,0.390649155721686,0.00386100386100386,0.704545454545454,0.237588652482269,0.00988090268504445,121,0.36,314.031885282348,0.0642910050732864,4.68,13,0.382352941176471,NA,NA,NA
"Good",127,1,14,14,2,4,2,7,5,6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.441382656285,0.300350367893569,0.00401606425702811,0.670940170940171,0.283018867924528,0.00437487845454363,53,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.212451008918312,0.466355893553871,0.206017355769
"Headstrong",127,1,15,15,1,1,2,5,2,3.81,3.533,4.125,5.278,3.85,"Rude",3,41,9,77.3130741380482,0.123991011983265,0.00396825396825397,0.720325203252032,0.321632653061224,0.00270813605226142,193,0.4975,276.084919818975,0.100963104088062,15.92,32,0.450704225352113,0.152627408325447,0.300708871200139,0.153484465224268
"Untidy",127,1,16,16,1,2,1,7,1,2.476,3.733,4.312,5.222,3.3,"Short-sighted",2,10,7,41.7831021848143,0.0820246464031386,0.00336700336700337,0.744444444444444,0.176470588235294,0.00521066196085307,287,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.0559660112001642,0.168541180390983,0.0662620721304617
"Fair",127,1,17,17,2,4,2,5,5,6.188,1.404,5,4.684,4.789,"Respectful",2,26,16,57.6600141084971,0.327225164637839,0.00384615384615385,0.796410256410256,0.344947735191638,0.00430367121754567,40,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.202271590523847,0.460025195189408,0.193366891543879
"Compassionate",127,1,18,18,2,4,2,6,5,6.25,1.49,5.5,5.158,5.167,"Respectful",2,19,30,106.033488361386,0.570965120636685,0.00390625,0.752436647173489,0.273809523809524,0.00892628958246295,14,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.210992723310993,0.468797751806521,0.205646098714287
"Wishy-washy",127,1,19,19,1,2,1,4,1,2.857,4.533,4.312,4.389,3.7,"Short-sighted",2,15,39,206.866988961087,0.528689779312193,0.004,0.736507936507936,0.232704402515723,0.0133229346872702,294,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.122089320988909,0.230242845245975,0.129812998156496
"Positive",127,1,20,20,2,4,2,6,5,6.188,1.372,5.222,5.105,5.053,"Respectful",2,36,17,213.799647226702,0.319254658466646,0.00403225806451613,0.656481481481481,0.246008708272859,0.00477881203041284,95,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.193581391769983,0.454620659791996,0.188181391713109
"Passionate",127,1,21,21,2,5,3,4,6,5.75,1.391,5,5.474,4.684,"Thoughtful",3,29,5,78.1252230296896,0.0835928790648008,0.00378787878787879,0.591748768472906,0.238859180035651,0.00277263532578684,88,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.149095678716247,0.403296947466346,0.141902370986517
"Moody",127,1,22,22,1,3,3,5,3,2.714,4.067,4.5,5.167,4.5,"Thoughtless",1,23,22,80.0477078954212,0.321148654100363,0.00395256916996047,0.712779973649539,0.347474747474747,0.00512695300187506,226,0.616363636363636,400.404488579231,0.0714524635366377,6.78,11,0.44,0.149929690355772,0.239833287940468,0.148112724735379
"Forgetful",127,1,23,23,1,2,1,6,1,3.05,4,3.812,4.5,4.4,"Short-sighted",2,9,31,78.2111828963877,0.468988700983562,0.00383141762452107,0.805555555555556,0.307692307692308,0.0123493505676638,188,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.108678601887493,0.232327000852405,0.119747289575031
"Skeptical",127,1,24,24,1,3,3,3,3,4.048,3.133,4.312,4.444,4.2,"Thoughtless",1,24,20,142.841681402452,0.226928321868452,0.00390625,0.642512077294686,0.24630021141649,0.00420701433704999,253,0.616363636363636,400.404488579231,0.0714524635366377,6.78,11,0.44,0.128321856898794,0.298447972516917,0.127844125477237
"Courageous",127,1,25,25,2,5,3,5,6,6.062,1.249,4.611,4.842,4.222,"Thoughtful",3,18,15,136.658337454207,0.227569757912164,0.00378787878787879,0.62363834422658,0.272727272727273,0.00584897813908511,24,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.14681617819902,0.418731239841821,0.139545459824362
"Comfortable",127,1,26,26,2,4,2,5,5,6.188,1.125,4.333,5.158,5.158,"Respectful",2,9,41,177.539229545641,0.751018461348412,0.00403225806451613,0.46712962962963,0.280816326530612,0.014799397180028,12,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.200759168477883,0.45908460237735,0.194575417674499
"Extraverted",127,1,27,27,2,6,1,3,4,5.562,1.7,5.389,5.789,5.053,"Outgoing",4,5,23,31.311207941617,0.340930789552028,0.003584229390681,0.9,0.285714285714286,0.0069361976529027,39,0.36,314.031885282348,0.0642910050732864,4.68,13,0.382352941176471,NA,NA,NA
"Peaceful",127,1,28,28,2,4,2,5,5,6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,315.61754184418,0.539824365931929,0.004149377593361,0.680761099365751,0.225063938618926,0.00766040655559382,89,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.222178336260612,0.485908588449535,0.212937086760979
"Cluttered",127,1,29,29,1,2,1,7,1,2.571,3.533,3.875,5.389,3.45,"Short-sighted",2,4,18,28.2993931156225,0.200184008029937,0.0036101083032491,0.833333333333333,0.285714285714286,0.00707245006542125,166,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,0.0710684105695451,0.183064737458467,0.0820782837907834
"Eccentric",127,1,30,30,1,1,2,4,2,4.048,4.533,4.312,5.167,3.15,"Rude",3,5,16,31.5790428233316,0.180965464035315,0.00363636363636364,0.783333333333333,0.280952380952381,0.00535881282951193,183,0.4975,276.084919818975,0.100963104088062,15.92,32,0.450704225352113,0.0907947624554788,0.275109437228445,0.097231075402363
"Communicative",127,1,31,31,2,6,1,4,4,5.6,1.801,6.056,5.684,5.158,"Outgoing",4,20,13,132.852761457504,0.20883634924032,0.003690036900369,0.664035087719298,0.234848484848485,0.00495894733635368,13,0.36,314.031885282348,0.0642910050732864,4.68,13,0.382352941176471,0.138813370335641,0.388800366306099,0.140813192519889
"Gentle",127,1,32,32,2,4,2,5,5,5.562,1.417,4.778,4.842,4.526,"Respectful",2,25,21,194.442272759648,0.381916654953074,0.00387596899224806,0.695,0.218357487922705,0.00654409996264549,50,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,0.171078892326297,0.40681418876604,0.167438739588957
"Talkative",127,1,33,33,2,6,1,5,4,5.375,1.921,5.667,5.684,5.632,"Outgoing",4,18,10,55.8282168384638,0.120154213224042,0.0036101083032491,0.80718954248366,0.346560846560847,0.00343443605556916,128,0.36,314.031885282348,0.0642910050732864,4.68,13,0.382352941176471,0.136407730502175,0.375151429512032,0.14120020387723
"Versatile",127,1,34,34,2,5,3,5,6,6.188,1.249,4.222,5,4.737,"Thoughtful",3,5,5,4.30905870665892,0.084033935680675,0.00333333333333333,0.5,0.355555555555556,0.00209454592680244,141,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.0639198310996739,0.373982631344755,0.0605170729108039
"Unpolished",127,1,35,35,1,2,1,4,1,2.667,4.267,3.812,4.722,3.7,"Short-sighted",2,13,24,114.664102662733,0.328749571811617,0.00384615384615385,0.692307692307692,0.279279279279279,0.00751342118950215,281,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,NA,NA,NA
"Short-sighted",127,1,36,36,1,2,1,5,1,2.476,3.6,4.125,4.278,4.25,"Short-sighted",2,32,14,153.849170647498,0.158608156340958,0.00393700787401575,0.655913978494624,0.25024154589372,0.00359325733538138,251,0.365,274.436090225564,0.0729383301152419,5.84,16,0.457142857142857,NA,NA,NA
"Tense",127,1,37,37,1,3,3,6,3,3.15,3.067,4.188,5.444,4.2,"Thoughtless",1,39,13,124.259785856197,0.143088626267592,0.00395256916996047,0.696581196581197,0.248114630467572,0.00331953761246037,258,0.616363636363636,400.404488579231,0.0714524635366377,6.78,11,0.44,0.139239910169408,0.256734695815173,0.134648749716155
"Understanding",127,1,38,38,2,4,2,6,5,6.562,1.667,5.111,4.632,5.053,"Respectful",2,33,20,130.23702431815,0.411702392468322,0.004,0.719381313131313,0.298984034833091,0.00488241668393915,134,0.505128205128205,355.730140130957,0.0941687118357203,19.7,39,0.709090909090909,NA,NA,NA
"Original",127,1,39,39,2,5,3,2,6,5.938,1.228,4.111,4.316,4.316,"Thoughtful",3,19,15,106.408264081768,0.232496612200901,0.00378787878787879,0.583820662768031,0.244206773618538,0.00404935409793512,85,0.664210526315789,389.308596372847,0.0862371271858192,12.62,19,0.475,0.127011907841281,0.399717168437298,0.12202680545135
